MtgCode,Track,MtgType,State,NoRaces,NoRunners,AdjRun,FavWin,Day,OtherWin,10Win,20Win,40Win,90Win,20Plus,10Run,20Run,40Run,90Run,OtherRun
29-Jun-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,9,108,11,1,7,7,1,0,0,0,0,31,19,14,9,26
29-Jun-19 Gundagai,Gundagai,Country,NSW,7,82,8,4,7,1,1,0,0,1,1,23,11,15,8,18
29-Jun-19 Darwin,Darwin,Metro,NT,7,66,6.5,2,7,2,2,1,0,0,1,21,9,3,2,24
29-Jun-19 Belmont,Belmont,Provincial,WA,8,82,8,3,7,4,1,0,0,0,0,23,13,13,8,17
30-Jun-19 Grafton,Grafton,Country,NSW,9,117,11.5,4,1,2,2,0,1,0,1,25,21,19,16,27
30-Jun-19 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,78,8,2,1,6,0,0,0,0,0,22,9,7,4,28
30-Jun-19 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,9,82,8,4,1,3,0,1,1,0,2,18,10,12,2,31
30-Jun-19 Dubbo,Dubbo,Country,NSW,9,111,11,3,1,3,2,1,0,0,1,19,19,14,25,25
30-Jun-19 Bairnsdale,Bairnsdale,Country,VIC,7,82,8,0,1,7,0,0,0,0,0,16,12,10,10,27
30-Jun-19 Toowoomba,Toowoomba,Provincial,QLD,8,86,8.5,3,1,4,0,0,1,0,1,10,15,14,10,29
30-Jun-19 Kalgoorlie,Kalgoorlie,Provincial,WA,7,74,7.5,0,1,4,2,1,0,0,1,21,9,6,3,28
1-Jul-19 Muswellbrook,Muswellbrook,Country,NSW,9,101,10,5,2,2,0,2,0,0,2,25,15,13,16,23
1-Jul-19 Tatura,Tatura,Country,VIC,9,92,9,1,2,7,1,0,0,0,0,16,15,12,10,30
2-Jul-19 Gosford,Gosford,Provincial,NSW,8,77,7.5,2,3,5,1,0,0,0,0,16,8,11,8,26
2-Jul-19 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,82,8,4,3,3,1,0,0,0,0,16,12,13,5,28
2-Jul-19 Corowa,Corowa,Country,NSW,7,85,8.5,4,3,2,0,1,0,0,1,20,11,15,11,21
3-Jul-19 Ipswich,Ipswich,Provincial,QLD,8,65,6.5,4,4,3,1,0,0,0,0,13,7,5,9,23
3-Jul-19 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,78,8,3,4,4,1,0,0,0,0,23,9,8,2,28
3-Jul-19 Canberra,Canberra,Country,ACT,8,82,8,4,4,1,2,0,0,1,1,13,16,5,12,28
3-Jul-19 Canterbury,Canterbury,Metro,NSW,7,64,6.5,1,4,6,0,0,0,0,0,16,9,7,3,22
3-Jul-19 Gawler,Gawler,Metro,SA,7,67,6.5,3,4,3,1,0,0,0,0,18,9,6,5,22
3-Jul-19 Belmont,Belmont,Provincial,WA,8,95,9.5,2,4,3,2,1,0,0,1,21,22,13,7,24
4-Jul-19 Hawkesbury,Hawkesbury,Provincial,NSW,8,63,6.5,2,5,4,2,0,0,0,0,16,5,6,7,21
4-Jul-19 Gatton,Gatton,Provincial,QLD,7,74,7.5,3,5,3,1,0,0,0,0,18,9,7,12,21
4-Jul-19 Cranbourne,Cranbourne,Country,VIC,8,86,8.5,1,5,5,0,2,0,0,2,16,10,11,9,32
5-Jul-19 Bendigo,Bendigo,Country,VIC,10,126,12.5,4,6,5,1,0,0,0,0,26,18,20,14,38
5-Jul-19 Nowra,Nowra,Country,NSW,8,70,7,4,6,2,2,0,0,0,0,11,10,5,3,33
5-Jul-19 Tamworth,Tamworth,Country,NSW,8,95,9.5,0,6,5,2,1,0,0,1,17,11,22,16,21
5-Jul-19 Rockhampton,Rockhampton,Provincial,QLD,8,93,9.5,2,6,4,1,1,0,0,1,26,14,15,12,18
6-Jul-19 Echuca,Echuca,Country,VIC,9,91,9,2,7,4,2,1,0,0,1,26,11,8,4,33
6-Jul-19 Randwick,Randwick,Metro,NSW,9,76,7.5,4,7,2,2,1,0,0,1,18,11,4,2,32
6-Jul-19 Doomben,Doomben,Metro,QLD,8,70,7,3,7,2,1,2,0,0,2,16,12,6,6,22
6-Jul-19 Flemington,Flemington,Metro,VIC,9,91,9,2,7,4,2,1,0,0,1,26,19,7,3,27
6-Jul-19 Newcastle,Newcastle,Provincial,NSW,8,87,8.5,2,7,2,1,2,0,1,3,17,18,9,12,23
6-Jul-19 Gold Coast,Gold Coast,Metro,QLD,8,79,8,4,7,2,1,1,0,0,1,20,14,6,5,26
6-Jul-19 Morphettville Parks,Morphettville Parks,Metro,SA,9,91,9,2,7,4,2,1,0,0,1,26,11,8,4,33
6-Jul-19 Rockhampton,Rockhampton,Provincial,QLD,8,81,8,4,7,4,0,0,0,0,0,24,7,14,5,23
6-Jul-19 Dubbo,Dubbo,Country,NSW,6,66,6.5,1,7,3,0,1,0,1,2,15,17,8,5,15
6-Jul-19 Darwin,Darwin,Metro,NT,9,87,8.5,1,7,6,2,0,0,0,0,29,11,3,3,32
6-Jul-19 Belmont,Belmont,Provincial,WA,8,80,8,5,7,1,2,0,0,0,0,14,14,20,9,15
6-Jul-19 Broome,Broome,Country,WA,7,54,5.5,2,7,5,0,0,0,0,0,9,6,4,1,27
6-Jul-19 Toowoomba,Toowoomba,Provincial,QLD,7,64,6.5,0,7,4,3,0,0,0,0,18,8,5,2,24
7-Jul-19 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,70,7,4,1,1,1,1,1,0,2,18,10,9,0,25
7-Jul-19 Grafton,Grafton,Country,NSW,9,107,10.5,5,1,2,1,1,0,0,1,22,23,14,13,26
7-Jul-19 Warrnambool,Warrnambool,Country,VIC,8,61,6,4,1,3,1,0,0,0,0,20,8,4,1,20
7-Jul-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,9,69,7,5,1,2,1,1,0,0,1,20,9,2,0,29
7-Jul-19 Port Augusta,Port Augusta,Country,SA,8,76,7.5,3,1,3,2,0,0,0,0,14,8,11,8,27
7-Jul-19 Mudgee,Mudgee,Country,NSW,7,71,7,1,1,4,1,1,0,0,1,19,15,5,7,18
7-Jul-19 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,7,68,7,0,1,5,2,0,0,0,0,11,12,5,10,23
7-Jul-19 Kalgoorlie,Kalgoorlie,Provincial,WA,7,74,7.5,0,1,5,1,1,0,0,1,22,9,9,3,24
8-Jul-19 Wagga,Wagga,Country,NSW,8,89,9,3,2,1,3,1,0,0,1,21,13,17,8,22
8-Jul-19 Gunnedah,Gunnedah,Country,NSW,7,69,7,1,2,5,1,0,0,0,0,11,12,15,6,18
8-Jul-19 Mildura,Mildura,Country,VIC,8,83,8.5,3,2,5,0,0,0,0,0,16,14,8,13,24
9-Jul-19 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,10,99,10,6,3,3,0,1,0,0,1,23,14,6,15,31
9-Jul-19 Newcastle,Newcastle,Provincial,NSW,7,60,6,3,3,2,2,0,0,0,0,11,4,8,10,20
9-Jul-19 Wellington,Wellington,Country,NSW,7,70,7,3,3,3,1,0,0,0,0,14,7,14,7,21
9-Jul-19 Townsville,Townsville,Provincial,QLD,7,74,7.5,1,3,2,3,1,0,0,1,23,12,7,5,20
10-Jul-19 Doomben,Doomben,Metro,QLD,9,87,8.5,3,4,4,0,2,0,0,2,24,14,10,6,24
10-Jul-19 Sandown Hillside,Sandown Hillside,Metro,VIC,8,83,8.5,2,4,5,0,1,0,0,1,22,16,10,1,26
10-Jul-19 Grafton,Grafton,Country,NSW,8,84,8.5,5,4,1,2,0,0,0,0,20,15,12,5,24
10-Jul-19 Morphettville Parks,Morphettville Parks,Metro,SA,8,85,8.5,4,4,1,1,2,0,0,2,14,22,11,8,22
10-Jul-19 Warwick Farm,Warwick Farm,Metro,NSW,7,51,5,4,4,3,0,0,0,0,0,12,3,6,0,23
10-Jul-19 Belmont,Belmont,Provincial,WA,10,127,12.5,3,4,4,2,0,1,0,1,36,20,18,17,26
11-Jul-19 Kembla Grange,Kembla Grange,Provincial,NSW,8,60,6,2,5,5,1,0,0,0,0,13,4,8,2,25
11-Jul-19 Grafton,Grafton,Country,NSW,8,96,9.5,3,5,1,4,0,0,0,0,18,17,10,17,26
11-Jul-19 Dalby,Dalby,Provincial,QLD,7,67,6.5,2,5,4,1,0,0,0,0,19,8,7,5,21
11-Jul-19 Sale,Sale,Country,VIC,8,105,10.5,3,5,1,3,0,0,1,1,26,14,15,21,21
11-Jul-19 Pinjarra,Pinjarra,Provincial,WA,9,102,10,5,5,3,0,1,0,0,1,19,18,21,9,26
12-Jul-19 Goulburn,Goulburn,Country,NSW,8,64,6.5,0,6,7,0,0,1,0,1,20,6,8,2,20
12-Jul-19 Scone,Scone,Country,NSW,8,92,9,4,6,3,1,0,0,0,0,20,11,11,16,26
12-Jul-19 Ipswich,Ipswich,Provincial,QLD,7,75,7.5,3,6,2,2,0,0,0,0,19,9,10,6,24
12-Jul-19 Geelong,Geelong,Country,VIC,8,91,9,3,6,5,0,0,0,0,0,22,14,12,8,27
12-Jul-19 Carnarvon,Carnarvon,Country,WA,7,57,5.5,2,6,3,1,1,0,0,1,7,11,4,2,26
13-Jul-19 Caulfield,Caulfield,Metro,VIC,9,89,9,2,7,2,4,1,0,0,1,25,12,8,3,32
13-Jul-19 Rosehill,Rosehill,Metro,NSW,9,96,9.5,4,7,2,3,0,0,0,0,37,13,8,4,25
13-Jul-19 Mackay,Mackay,Provincial,QLD,9,110,11,1,7,6,2,0,0,0,0,24,15,13,18,31
13-Jul-19 Doomben,Doomben,Metro,QLD,9,91,9,3,7,6,0,0,0,0,0,16,11,17,8,30
13-Jul-19 Wyong,Wyong,Provincial,NSW,8,62,6,2,7,6,0,0,0,0,0,10,6,8,6,24
13-Jul-19 Gold Coast,Gold Coast,Metro,QLD,8,62,6,3,7,5,0,0,0,0,0,10,13,7,2,22
13-Jul-19 Gawler,Gawler,Metro,SA,8,60,6,1,7,5,2,0,0,0,0,18,7,4,0,23
13-Jul-19 Cowra,Cowra,Country,NSW,6,66,6.5,4,7,2,0,0,0,0,0,14,12,9,3,22
13-Jul-19 Port Macquarie,Port Macquarie,Country,NSW,6,47,4.5,3,7,3,0,0,0,0,0,13,8,2,0,18
13-Jul-19 Darwin,Darwin,Metro,NT,7,66,6.5,1,7,4,1,1,0,0,1,22,11,1,0,25
13-Jul-19 Belmont,Belmont,Provincial,WA,8,95,9.5,2,7,4,1,1,0,0,1,19,14,18,16,20
13-Jul-19 Toowoomba,Toowoomba,Provincial,QLD,7,53,5.5,2,7,5,0,0,0,0,0,9,10,2,1,24
14-Jul-19 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,77,7.5,3,1,4,1,0,0,0,0,18,13,9,3,26
14-Jul-19 Bendigo,Bendigo,Country,VIC,9,103,10.5,1,1,6,2,0,0,0,0,20,17,12,17,28
14-Jul-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,70,7,2,1,5,1,0,0,0,0,19,5,7,4,27
14-Jul-19 Grafton,Grafton,Country,NSW,7,73,7.5,3,1,1,1,2,0,0,2,16,14,6,6,24
14-Jul-19 Hawkesbury,Hawkesbury,Provincial,NSW,7,63,6.5,4,1,2,1,0,0,0,0,18,6,8,5,19
14-Jul-19 Mount Gambier,Mount Gambier,Provincial,SA,8,72,7,4,1,3,1,0,0,0,0,15,12,2,6,29
14-Jul-19 Alice Springs,Alice Springs,Provincial,NT,6,44,4.5,1,1,4,0,1,0,0,1,10,2,1,1,24
14-Jul-19 Broome,Broome,Country,WA,7,49,5,4,1,3,0,0,0,0,0,8,5,5,2,22
15-Jul-19 Murtoa,Murtoa,Country,VIC,9,88,9,6,2,2,1,0,0,0,0,19,8,16,3,33
15-Jul-19 Moruya,Moruya,Country,NSW,7,77,7.5,2,2,3,2,0,0,0,0,17,14,8,9,22
15-Jul-19 Cessnock,Cessnock,Country,NSW,7,78,8,3,2,4,0,0,0,0,0,11,12,10,16,22
16-Jul-19 Cairns,Cairns,Provincial,QLD,10,112,11,3,3,5,2,0,0,0,0,25,12,23,11,31
16-Jul-19 Ballina,Ballina,Country,NSW,7,52,5,2,3,5,0,0,0,0,0,8,9,5,4,19
16-Jul-19 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,83,8.5,3,3,4,1,0,0,0,0,19,8,12,11,25
16-Jul-19 Albury,Albury,Country,NSW,7,71,7,4,3,3,0,0,0,0,0,17,10,11,9,17
17-Jul-19 Cranbourne,Cranbourne,Country,VIC,8,85,8.5,2,4,3,2,1,0,0,1,24,11,8,5,29
17-Jul-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,77,7.5,2,4,3,2,1,0,0,1,20,10,9,4,26
17-Jul-19 Balaklava,Balaklava,Provincial,SA,8,73,7.5,3,4,3,1,1,0,0,1,16,13,4,7,25
17-Jul-19 Warwick Farm,Warwick Farm,Metro,NSW,7,70,7,3,4,3,1,0,0,0,0,16,15,10,1,21
17-Jul-19 Darwin,Darwin,Metro,NT,6,59,6,1,4,3,2,0,0,0,0,19,10,4,1,19
17-Jul-19 Belmont,Belmont,Provincial,WA,8,89,9,3,4,3,2,0,0,0,0,24,10,14,10,23
18-Jul-19 Gosford,Gosford,Provincial,NSW,8,66,6.5,4,5,3,1,0,0,0,0,14,10,5,8,21
18-Jul-19 Gatton,Gatton,Provincial,QLD,7,74,7.5,1,5,5,1,0,0,0,0,11,14,6,5,31
18-Jul-19 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,76,7.5,2,5,5,0,0,1,0,1,19,11,12,2,24
18-Jul-19 Moree,Moree,Country,NSW,7,78,8,2,5,1,2,2,0,0,2,17,14,9,10,21
18-Jul-19 Northam,Northam,Provincial,WA,8,98,10,2,5,6,0,0,0,0,0,22,6,24,15,23
19-Jul-19 Dubbo,Dubbo,Country,NSW,9,100,10,5,6,3,0,0,1,0,1,23,12,14,15,27
19-Jul-19 Taree,Taree,Country,NSW,8,89,9,3,6,3,2,0,0,0,0,19,15,13,9,25
19-Jul-19 Ipswich,Ipswich,Provincial,QLD,7,66,6.5,4,6,3,0,0,0,0,0,17,10,9,2,21
19-Jul-19 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,8,88,9,3,6,3,1,1,0,0,1,29,10,8,5,28
20-Jul-19 Moe,Moe,Country,VIC,9,110,11,0,7,4,4,0,0,1,1,24,28,17,6,26
20-Jul-19 Randwick,Randwick,Metro,NSW,9,84,8.5,2,7,4,3,0,0,0,0,21,9,12,3,30
20-Jul-19 Eagle Farm,Eagle Farm,Metro,QLD,9,101,10,5,7,3,0,0,0,1,1,21,20,13,8,30
20-Jul-19 Flemington,Flemington,Metro,VIC,9,111,11,4,7,2,3,0,0,0,0,27,23,14,9,29
20-Jul-19 Kembla Grange,Kembla Grange,Provincial,NSW,8,64,6.5,3,7,5,0,0,0,0,0,15,8,3,4,26
20-Jul-19 Morphettville,Morphettville,Metro,SA,9,110,11,0,7,4,4,0,0,1,1,24,28,17,6,26
20-Jul-19 Gold Coast,Gold Coast,Metro,QLD,7,62,6,3,7,3,0,1,0,0,1,16,6,9,3,21
20-Jul-19 Townsville,Townsville,Provincial,QLD,7,79,8,4,7,3,0,0,0,0,0,10,10,9,11,32
20-Jul-19 Lismore,Lismore,Country,NSW,6,53,5.5,3,7,2,0,1,0,0,1,14,8,2,2,21
20-Jul-19 Darwin,Darwin,Metro,NT,7,55,5.5,3,7,4,0,0,0,0,0,15,6,3,1,23
20-Jul-19 Belmont,Belmont,Provincial,WA,8,76,7.5,4,7,3,1,0,0,0,0,17,12,11,8,20
20-Jul-19 Carnarvon,Carnarvon,Country,WA,7,62,6,3,7,2,1,1,0,0,1,13,9,5,3,25
20-Jul-19 Toowoomba,Toowoomba,Provincial,QLD,7,67,6.5,1,7,3,3,0,0,0,0,12,5,11,9,23
21-Jul-19 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,10,79,8,6,1,4,0,0,0,0,0,22,7,2,3,35
21-Jul-19 Narrandera,Narrandera,Country,NSW,9,105,10.5,2,1,5,2,0,0,0,0,28,17,16,10,25
21-Jul-19 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,85,8.5,2,1,3,3,0,0,0,0,26,17,7,2,25
21-Jul-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,9,77,7.5,6,1,1,2,0,0,0,0,20,17,7,2,22
21-Jul-19 Wangaratta,Wangaratta,Country,VIC,8,95,9.5,3,1,4,0,0,0,1,1,19,16,8,14,30
21-Jul-19 Port Augusta,Port Augusta,Country,SA,7,65,6.5,4,1,2,0,1,0,0,1,11,9,7,4,27
21-Jul-19 Coffs Harbour,Coffs Harbour,Country,NSW,7,81,8,1,1,3,3,0,0,0,0,23,15,12,4,20
21-Jul-19 Kalgoorlie,Kalgoorlie,Provincial,WA,8,85,8.5,4,1,3,0,0,1,0,1,22,13,10,8,24
21-Jul-19 Port Hedland,Port Hedland,Country,WA,6,46,4.5,3,1,3,0,0,0,0,0,10,5,4,0,21
22-Jul-19 Goulburn,Goulburn,Country,NSW,7,70,7,2,2,3,2,0,0,0,0,16,6,8,7,26
22-Jul-19 Scone,Scone,Country,NSW,7,64,6.5,3,2,3,1,0,0,0,0,11,4,8,7,27
22-Jul-19 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,71,7,2,2,6,0,0,0,0,0,12,15,7,5,24
23-Jul-19 Wyong,Wyong,Provincial,NSW,8,72,7,6,3,2,0,0,0,0,0,15,11,13,6,19
23-Jul-19 Yeppoon,Yeppoon,Provincial,QLD,8,79,8,3,3,5,0,0,0,0,0,17,10,7,9,28
23-Jul-19 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,9,82,8,4,3,3,2,0,0,0,0,16,12,9,7,29
23-Jul-19 Wellington,Wellington,Country,NSW,8,75,7.5,5,3,2,0,1,0,0,1,13,11,11,7,25
24-Jul-19 Doomben,Doomben,Metro,QLD,9,80,8,1,4,5,2,1,0,0,1,18,11,17,0,25
24-Jul-19 Sandown Hillside,Sandown Hillside,Metro,VIC,8,82,8,0,4,7,0,0,1,0,1,13,13,11,4,33
24-Jul-19 Canterbury,Canterbury,Metro,NSW,7,66,6.5,2,4,4,1,0,0,0,0,18,9,7,3,22
24-Jul-19 Murray Bridge,Murray Bridge,Provincial,SA,8,82,8,0,4,7,0,0,1,0,1,13,13,11,4,33
24-Jul-19 Belmont,Belmont,Provincial,WA,7,70,7,3,4,3,0,1,0,0,1,14,9,10,8,22
25-Jul-19 Echuca,Echuca,Country,VIC,10,109,11,2,5,7,1,0,0,0,0,30,13,15,8,33
25-Jul-19 Kembla Grange,Kembla Grange,Provincial,NSW,8,74,7.5,5,5,2,0,1,0,0,1,18,14,6,9,19
25-Jul-19 Townsville,Townsville,Provincial,QLD,8,108,11,2,5,4,2,0,0,0,0,28,15,21,15,21
25-Jul-19 Pinjarra,Pinjarra,Provincial,WA,9,93,9.5,3,5,2,2,0,1,1,2,25,10,15,6,28
26-Jul-19 Ipswich,Ipswich,Provincial,QLD,8,67,6.5,3,6,4,1,0,0,0,0,14,12,6,3,24
26-Jul-19 Canberra,Canberra,Country,ACT,8,77,7.5,3,6,4,1,0,0,0,0,18,12,10,8,21
26-Jul-19 Mildura,Mildura,Country,VIC,8,77,7.5,2,6,4,2,0,0,0,0,20,11,6,8,24
26-Jul-19 Broome,Broome,Country,WA,7,59,6,3,6,3,1,0,0,0,0,12,7,7,4,22
27-Jul-19 Rosehill,Rosehill,Metro,NSW,9,98,10,2,7,5,1,0,1,0,1,24,15,12,5,33
27-Jul-19 Eagle Farm,Eagle Farm,Metro,QLD,9,100,10,2,7,5,2,0,0,0,0,23,17,18,9,24
27-Jul-19 Caulfield,Caulfield,Metro,VIC,9,87,8.5,3,7,3,3,0,0,0,0,20,17,8,5,28
27-Jul-19 Beaudesert,Beaudesert,Provincial,QLD,9,87,8.5,3,7,3,3,0,0,0,0,20,17,8,5,28
27-Jul-19 Gosford,Gosford,Provincial,NSW,8,68,7,5,7,2,1,0,0,0,0,15,5,10,6,24
27-Jul-19 Townsville,Townsville,Provincial,QLD,8,105,10.5,3,7,3,1,0,1,0,1,18,15,20,18,26
27-Jul-19 Morphettville,Morphettville,Metro,SA,8,68,7,4,7,2,0,1,1,0,2,12,12,10,2,24
27-Jul-19 Mildura,Mildura,Country,VIC,7,58,6,3,7,2,2,0,0,0,0,17,9,6,2,17
27-Jul-19 Coonabarabran,Coonabarabran,Country,NSW,6,71,7,1,7,4,1,0,0,0,0,19,14,10,7,15
27-Jul-19 Roma,Roma,Country,QLD,6,52,5,2,7,3,1,0,0,0,0,16,7,4,1,18
27-Jul-19 Darwin,Darwin,Metro,NT,7,65,6.5,2,7,5,0,0,0,0,0,18,7,7,1,25
27-Jul-19 Belmont,Belmont,Provincial,WA,8,87,8.5,5,7,3,0,0,0,0,0,25,12,11,7,24
27-Jul-19 Toowoomba,Toowoomba,Provincial,QLD,8,78,8,2,7,4,2,0,0,0,0,15,9,12,9,25
28-Jul-19 Devonport Synthetic,Devonport Synthetic,Metro,TAS,9,75,7.5,3,1,4,1,1,0,0,1,19,11,5,1,30
28-Jul-19 Bendigo,Bendigo,Country,VIC,10,107,10.5,6,1,1,2,1,0,0,1,29,22,10,3,33
28-Jul-19 Tamworth,Tamworth,Country,NSW,8,88,9,5,1,1,1,1,0,0,1,20,16,14,9,21
28-Jul-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,57,5.5,3,1,4,1,0,0,0,0,11,6,11,0,21
28-Jul-19 Sapphire Coast,Sapphire Coast,Country,NSW,7,76,7.5,2,1,3,1,1,0,0,1,21,12,9,8,19
28-Jul-19 Gawler,Gawler,Metro,SA,7,60,6,4,1,3,0,0,0,0,0,15,8,6,0,24
28-Jul-19 Alice Springs,Alice Springs,Provincial,NT,6,52,5,2,1,4,0,0,0,0,0,15,6,2,0,23
28-Jul-19 Kalgoorlie,Kalgoorlie,Provincial,WA,7,77,7.5,4,1,3,0,0,0,0,0,23,16,11,5,15
29-Jul-19 Taree,Taree,Country,NSW,8,88,9,2,2,5,0,1,0,0,1,18,10,15,13,24
29-Jul-19 Casterton,Casterton,Country,VIC,9,98,10,3,2,3,3,0,0,0,0,28,14,17,4,26
29-Jul-19 Bathurst,Bathurst,Country,NSW,7,68,7,1,2,4,2,0,0,0,0,16,7,10,7,21
30-Jul-19 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,9,90,9,4,3,4,1,0,0,0,0,17,14,11,14,25
30-Jul-19 Cessnock,Cessnock,Country,NSW,7,62,6,3,3,2,2,0,0,0,0,13,7,10,8,17
30-Jul-19 Albury,Albury,Country,NSW,7,81,8,1,3,5,1,0,0,0,0,19,16,8,7,24
30-Jul-19 Mackay,Mackay,Provincial,QLD,7,64,6.5,4,3,2,0,0,1,0,1,14,8,11,3,21
31-Jul-19 Sale,Sale,Country,VIC,10,119,12,4,4,4,1,1,0,0,1,21,25,15,15,33
31-Jul-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,70,7,5,4,1,2,0,0,0,0,17,12,5,3,25
31-Jul-19 Warwick Farm,Warwick Farm,Metro,NSW,7,67,6.5,4,4,2,1,0,0,0,0,15,10,8,3,24
31-Jul-19 Morphettville,Morphettville,Metro,SA,8,98,10,2,4,6,0,0,0,0,0,15,18,14,17,26
31-Jul-19 Darwin,Darwin,Metro,NT,6,54,5.5,1,4,4,1,0,0,0,0,17,5,8,0,18
31-Jul-19 Belmont,Belmont,Provincial,WA,8,98,10,2,4,6,0,0,0,0,0,15,18,14,17,26
1-Aug-19 Hawkesbury,Hawkesbury,Provincial,NSW,8,73,7.5,3,5,3,2,0,0,0,0,20,8,8,5,24
1-Aug-19 Coffs Harbour,Coffs Harbour,Country,NSW,8,106,10.5,1,5,5,0,2,0,0,2,28,17,18,14,21
1-Aug-19 Rockhampton,Rockhampton,Provincial,QLD,7,80,8,3,5,3,1,0,0,0,0,21,14,9,9,20
1-Aug-19 Pakenham Synthetic,Pakenham Synthetic,Country,VIC,7,68,7,2,5,4,0,1,0,0,1,12,10,10,8,21
1-Aug-19 Northam,Northam,Provincial,WA,8,84,8.5,1,5,6,0,1,0,0,1,17,8,7,17,27
2-Aug-19 Gatton,Gatton,Provincial,QLD,8,87,8.5,3,6,3,2,0,0,0,0,24,14,12,7,22
2-Aug-19 Goulburn,Goulburn,Country,NSW,8,60,6,2,6,6,0,0,0,0,0,11,8,4,3,26
2-Aug-19 Wyong,Wyong,Provincial,NSW,8,72,7,3,6,4,1,0,0,0,0,13,8,5,8,30
2-Aug-19 Ballarat Synthetic,Ballarat Synthetic,Country,VIC,8,61,6,5,6,2,1,0,0,0,0,11,10,6,5,21
2-Aug-19 Carnarvon,Carnarvon,Country,WA,6,55,5.5,3,6,2,1,0,0,0,0,18,10,4,2,15
3-Aug-19 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,52,5,4,7,4,0,0,0,0,0,13,3,4,0,24
3-Aug-19 Moe,Moe,Country,VIC,10,109,11,4,7,4,2,0,0,0,0,26,18,13,3,39
3-Aug-19 Morphettville Parks,Morphettville Parks,Metro,SA,10,109,11,4,7,4,2,0,0,0,0,26,18,13,3,39
3-Aug-19 Randwick,Randwick,Metro,NSW,9,75,7.5,3,7,5,1,0,0,0,0,16,12,3,1,34
3-Aug-19 Doomben,Doomben,Metro,QLD,9,90,9,1,7,5,3,0,0,0,0,16,13,13,5,34
3-Aug-19 Moonee Valley,Moonee Valley,Metro,VIC,9,100,10,2,7,4,3,0,0,0,0,24,20,11,3,33
3-Aug-19 Kembla Grange,Kembla Grange,Provincial,NSW,8,66,6.5,3,7,4,1,0,0,0,0,21,8,4,1,24
3-Aug-19 Gold Coast,Gold Coast,Metro,QLD,8,96,9.5,1,7,5,2,0,0,0,0,26,19,9,8,26
3-Aug-19 Coffs Harbour,Coffs Harbour,Country,NSW,7,88,9,2,7,1,4,0,0,0,0,30,15,10,3,23
3-Aug-19 Cairns,Cairns,Provincial,QLD,7,77,7.5,1,7,4,2,0,0,0,0,23,10,12,4,21
3-Aug-19 Coonamble,Coonamble,Country,NSW,6,67,6.5,2,7,3,1,0,0,0,0,17,9,10,4,21
3-Aug-19 Belmont,Belmont,Provincial,WA,9,95,9.5,3,7,4,2,0,0,0,0,21,15,15,8,27
3-Aug-19 Darwin,Darwin,Metro,NT,7,65,6.5,3,7,2,2,0,0,0,0,20,12,3,2,21
3-Aug-19 Broome,Broome,Country,WA,7,51,5,1,7,5,0,0,1,0,1,11,4,1,5,23
3-Aug-19 Toowoomba,Toowoomba,Provincial,QLD,7,59,6,2,7,4,1,0,0,0,0,12,10,7,1,22
4-Aug-19 Sandown Lakeside,Sandown Lakeside,Metro,VIC,10,96,9.5,2,1,5,1,2,0,0,2,28,15,8,8,27
4-Aug-19 Sunshine Coast,Sunshine Coast,Provincial,QLD,8,82,8,5,1,3,0,0,0,0,0,19,9,7,14,25
4-Aug-19 Muswellbrook,Muswellbrook,Country,NSW,7,81,8,4,1,3,0,0,0,0,0,15,11,10,15,23
4-Aug-19 Gundagai,Gundagai,Country,NSW,7,76,7.5,0,1,6,1,0,0,0,0,13,16,13,6,21
4-Aug-19 Mount Gambier,Mount Gambier,Provincial,SA,7,59,6,3,1,2,1,0,1,0,1,18,5,8,1,20
4-Aug-19 Port Hedland,Port Hedland,Country,WA,7,52,5,2,1,3,1,1,0,0,1,11,8,5,1,20
5-Aug-19 Forbes,Forbes,Country,NSW,8,82,8,5,2,2,1,0,0,0,0,17,11,13,7,26
5-Aug-19 Mackay,Mackay,Provincial,QLD,8,76,7.5,2,2,5,0,1,0,0,1,13,6,17,6,26
5-Aug-19 Darwin,Darwin,Metro,NT,9,96,9.5,3,2,6,0,0,0,0,0,22,17,10,4,34
